pdp_url,product_name,regular_price,brand,net_quantity,country_of_origin,description,care_instructions,material_composition,clothing_fit,images,color,breadcrumb,sku,size
https://www.westside.com/products/luna-blu-green-double-band-slip-on-sandals-301003204?variant=44282730512437,LUNA BLU Green Double Band Slip-On Sandals,399.0,LUNA BLU,2N (1 Pair),India,,Dry Clean,,,"['https://www.westside.com/cdn/shop/files/301003204GREEN_2.jpg', 'https://www.westside.com/cdn/shop/files/301003204GREEN_1.jpg', 'https://www.westside.com/cdn/shop/files/301003204GREEN_3.jpg']",[],Home > LUNA BLU Green Double Band Slip-On Sandals,301003204013,"['EURO-36', 'EURO-37', 'EURO-38', 'EURO-39', 'EURO-40', 'EURO-41']"
https://www.westside.com/products/nuon-light-blue-straight-fit-high-rise-jeans-301010943?variant=44336338599989,Nuon Light Blue Straight-Fit High-Rise Jeans,999.0,Nuon,1N,Bangladesh,,Machine Wash,100% Cotton,Straight Fit,"['https://www.westside.com/cdn/shop/files/301010943LTBLUE_1.jpg', 'https://www.westside.com/cdn/shop/files/301010943LTBLUE_4.jpg', 'https://www.westside.com/cdn/shop/files/301010943LTBLUE_3.jpg', 'https://www.westside.com/cdn/shop/files/301010943LTBLUE_2.jpg']",[],Home > Nuon Light Blue Straight-Fit High-Rise Jeans,301010943001,"['26', '28', '30', '32', '34']"
https://www.westside.com/products/wardrobe-brown-solid-top-301013565?variant=44381929275445,Wardrobe Brown Solid Top,999.0,Wardrobe,1N,India,,Machine Wash,100% Polyester,Regular Fit,"['https://www.westside.com/cdn/shop/files/301013565BROWN_3.jpg', 'https://www.westside.com/cdn/shop/files/301013565BROWN_1.jpg', 'https://www.westside.com/cdn/shop/files/301013565BROWN_4.jpg', 'https://www.westside.com/cdn/shop/files/301013565BROWN_2.jpg']",[],Home > Wardrobe Brown Solid Top,301013565001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/wardrobe-white-stripe-printed-shirt-301019909?variant=44483247964213,Wardrobe White Stripe Printed Shirt,699.0,Wardrobe,1N,India,,Machine Wash,"53% Polyester, 47% Cotton",Regular Fit,"['https://www.westside.com/cdn/shop/files/301019909WHITEBLACK_2.jpg', 'https://www.westside.com/cdn/shop/files/301019909WHITEBLACK_4.jpg', 'https://www.westside.com/cdn/shop/files/301019909WHITEBLACK_1.jpg', 'https://www.westside.com/cdn/shop/files/301019909WHITEBLACK_3.jpg']",[],Home > Wardrobe White Stripe Printed Shirt,301019909006,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/wardrobe-white-solid-shirt-301015112?variant=44360387067957,Wardrobe White Solid Shirt,699.0,Wardrobe,1N,India,,Machine Wash,"55% Polyester, 45% Cotton",Regular Fit,"['https://www.westside.com/cdn/shop/files/301015112WHITE_3.jpg', 'https://www.westside.com/cdn/shop/files/301015112WHITE_4.jpg', 'https://www.westside.com/cdn/shop/files/301015112WHITE_1.jpg', 'https://www.westside.com/cdn/shop/files/301015112WHITE_2.jpg']",[],Home > Wardrobe White Solid Shirt,301015112001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/studiofit-pink-striped-high-rise-cotton-track-pants-301024134?variant=44473954730037,Studiofit Pink Striped High-Rise Cotton Track Pants,999.0,Studiofit,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301024134LIGHTPINK_4.jpg', 'https://www.westside.com/cdn/shop/files/301024134LIGHTPINK_2.jpg', 'https://www.westside.com/cdn/shop/files/301024134LIGHTPINK_3.jpg', 'https://www.westside.com/cdn/shop/files/301024134LIGHTPINK_1.jpg']",[],Home > Studiofit Pink Striped High-Rise Cotton Track Pants,301024134001,"['S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/studiowest-rose-and-apricot-eau-de-parfum-30ml-300959603001?variant=42872290213941,Studiowest Rose and Apricot Eau De Parfum - 30 ML,395.0,Studiowest,1N,India,,,,,"['https://www.westside.com/cdn/shop/files/300959603001_1.jpg', 'https://www.westside.com/cdn/shop/files/300959603001.jpg', 'https://www.westside.com/cdn/shop/files/300959603001_2.jpg', 'https://www.westside.com/cdn/shop/files/300959603001_3.jpg']",['Vanilla and Black'],Home > Studiowest Rose and Apricot Eau De Parfum - 30 ML,300959603001,[]
https://www.westside.com/products/studiofit-black-ribbed-textured-high-rise-track-pants-301019310?variant=44445228924981,Studiofit Black Ribbed-Textured High-Rise Track Pants,999.0,Studiofit,1N,India,,Machine Wash,"63% Polyester, 33% Viscose, 4% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301019310BLACK_2.jpg', 'https://www.westside.com/cdn/shop/files/301019310BLACK_3.jpg', 'https://www.westside.com/cdn/shop/files/301019310BLACK_1.jpg', 'https://www.westside.com/cdn/shop/files/301019310BLACK_4.jpg']",[],Home > Studiofit Black Ribbed-Textured High-Rise Track Pants,301019310001,"['S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/nuon-pink-striped-high-rise-cotton-pants-301017609?variant=44448015908917,Nuon Pink Striped High-Rise Cotton Pants,999.0,Nuon,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301017609PINKSTRIPE_4.jpg', 'https://www.westside.com/cdn/shop/files/301017609PINKSTRIPE_1.jpg', 'https://www.westside.com/cdn/shop/files/301017609PINKSTRIPE_2.jpg', 'https://www.westside.com/cdn/shop/files/301017609PINKSTRIPE_3.jpg']",[],Home > Nuon Pink Striped High-Rise Cotton Pants,301017609001,"['26', '28', '30', '32', '34']"
https://www.westside.com/products/gia-navy-ribbed-textured-t-shirt-301021439?variant=44485133369397,Gia Navy Ribbed-Textured T-Shirt,999.0,Gia,1N,India,,Machine Wash,"95% Viscose, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301021439NAVY_4.jpg', 'https://www.westside.com/cdn/shop/files/301021439NAVY_1.jpg', 'https://www.westside.com/cdn/shop/files/301021439NAVY_3.jpg', 'https://www.westside.com/cdn/shop/files/301021439NAVY_2.jpg']",[],Home > Gia Navy Ribbed-Textured T-Shirt,301021439001,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/nuon-blue-striped-shirt-301018434?variant=44445448831029,Nuon Blue Striped Shirt,799.0,Nuon,1N,India,,Machine Wash,"85% Polyester, 15% Cotton",Regular Fit,"['https://www.westside.com/cdn/shop/files/301018434BLUESTRIPE_1.jpg', 'https://www.westside.com/cdn/shop/files/301018434BLUESTRIPE_2.jpg', 'https://www.westside.com/cdn/shop/files/301018434BLUESTRIPE_3.jpg', 'https://www.westside.com/cdn/shop/files/301018434BLUESTRIPE_4.jpg']",[],Home > Nuon Blue Striped Shirt,301018434001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/nuon-dark-brown-sequin-high-rise-mini-skirt-301020162?variant=44485378965557,Nuon Dark Brown Sequin High-Rise Mini Skirt,999.0,Nuon,1N,Sri Lanka,,Machine Wash,"95% Polyester, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301020162CHOCOLATESEQUIN_2.jpg', 'https://www.westside.com/cdn/shop/files/301020162CHOCOLATESEQUIN_1.jpg', 'https://www.westside.com/cdn/shop/files/301020162CHOCOLATESEQUIN_4.jpg', 'https://www.westside.com/cdn/shop/files/301020162CHOCOLATESEQUIN_3.jpg']",[],Home > Nuon Dark Brown Sequin High-Rise Mini Skirt,301020162001,"['26', '28', '30', '32', '34']"
https://www.westside.com/products/nuon-blue-striped-high-rise-balloon-skirt-301017839?variant=44445445292085,Nuon Blue Striped High-Rise Balloon Skirt,799.0,Nuon,1N,India,,Machine Wash,"85% Polyester, 15% Cotton",Regular Fit,"['https://www.westside.com/cdn/shop/files/301017839BLUESTRIPE_1.jpg', 'https://www.westside.com/cdn/shop/files/301017839BLUESTRIPE_3.jpg', 'https://www.westside.com/cdn/shop/files/301017839BLUESTRIPE_2.jpg', 'https://www.westside.com/cdn/shop/files/301017839BLUESTRIPE_4.jpg']",[],Home > Nuon Blue Striped High-Rise Balloon Skirt,301017839001,"['26', '28', '30', '32', '34']"
https://www.westside.com/products/luna-blu-tan-braid-pattern-flip-flop-300998497?variant=44063654871093,LUNA BLU Tan Braid Pattern Flip-Flop,499.0,LUNA BLU,2N (1 Pair),India,,Dry Clean,,,"['https://www.westside.com/cdn/shop/files/300998497TAN_2.jpg', 'https://www.westside.com/cdn/shop/files/300998497TAN_1.jpg', 'https://www.westside.com/cdn/shop/files/300998497TAN_3.jpg']",[],Home > LUNA BLU Tan Braid Pattern Flip-Flop,300998497001,"['EURO-36', 'EURO-37', 'EURO-38', 'EURO-39', 'EURO-40', 'EURO-41']"
https://www.westside.com/products/gia-brown-ribbed-textured-t-shirt-301021438?variant=44485134778421,Gia Brown Ribbed-Textured T-Shirt,999.0,Gia,1N,India,,Machine Wash,"95% Viscose, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301021438MOCHA_1.jpg', 'https://www.westside.com/cdn/shop/files/301021438MOCHA_2.jpg', 'https://www.westside.com/cdn/shop/files/301021438MOCHA_4.jpg', 'https://www.westside.com/cdn/shop/files/301021438MOCHA_3.jpg']",[],Home > Gia Brown Ribbed-Textured T-Shirt,301021438001,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/wardrobe-white-pinstripe-blouse-301011150?variant=44345600442421,Wardrobe White Pinstripe Blouse,999.0,Wardrobe,1N,India,,Machine Wash,"96% Polyester, 4% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301011150IVORYBLACK_4.jpg', 'https://www.westside.com/cdn/shop/files/301011150IVORYBLACK_2.jpg', 'https://www.westside.com/cdn/shop/files/301011150IVORYBLACK_3.jpg', 'https://www.westside.com/cdn/shop/files/301011150IVORYBLACK_1.jpg']",[],Home > Wardrobe White Pinstripe Blouse,301011150001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/luna-blu-white-double-band-flip-flop-300979981?variant=43675560968245,LUNA BLU White Double Band Flip-Flop,399.0,LUNA BLU,2N (1 Pair),India,,Dry Clean,,,"['https://www.westside.com/cdn/shop/files/300979981WHITE_1.jpg', 'https://www.westside.com/cdn/shop/files/300979981WHITE_2.jpg', 'https://www.westside.com/cdn/shop/files/300979981WHITE_3.jpg']","['Off-White', 'White']",Home > LUNA BLU White Double Band Flip-Flop,300979981023,"['EURO-36', 'EURO-37', 'EURO-38', 'EURO-39', 'EURO-40', 'EURO-41']"
https://www.westside.com/products/lov-taupe-solid-shirt-301018267?variant=44445444341813,LOV Taupe Solid Shirt,999.0,LOV,1N,India,,Machine Wash,"84% Viscose, 16% Linen",Regular Fit,"['https://www.westside.com/cdn/shop/files/301018267DARKTAUPE_4.jpg', 'https://www.westside.com/cdn/shop/files/301018267DARKTAUPE_2.jpg', 'https://www.westside.com/cdn/shop/files/301018267007_5_20copy.jpg', 'https://www.westside.com/cdn/shop/files/301018267DARKTAUPE_1.jpg', 'https://www.westside.com/cdn/shop/files/301018267DARKTAUPE_3.jpg']","['Taupe', 'Rust']",Home > LOV Taupe Solid Shirt,301018267007,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/gia-brown-leaf-design-cotton-t-shirt-301021446?variant=44495266611253,Gia Brown Leaf Design Cotton T-Shirt,599.0,Gia,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301021446MOCHA_4.jpg', 'https://www.westside.com/cdn/shop/files/301021446MOCHA_2.jpg', 'https://www.westside.com/cdn/shop/files/301021446MOCHA_1.jpg', 'https://www.westside.com/cdn/shop/files/301021446MOCHA_3.jpg']",[],Home > Gia Brown Leaf Design Cotton T-Shirt,301021446001,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/studiofit-beige-stripe-high-rise-cotton-track-pants-301022051?variant=44482877784117,Studiofit Beige Stripe High-Rise Cotton Track Pants,999.0,Studiofit,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301022051TAUPE_1.jpg', 'https://www.westside.com/cdn/shop/files/301022051TAUPE_3.jpg', 'https://www.westside.com/cdn/shop/files/301022051TAUPE_4.jpg', 'https://www.westside.com/cdn/shop/files/301022051TAUPE_2.jpg']",[],Home > Studiofit Beige Stripe High-Rise Cotton Track Pants,301022051001,"['S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/wardrobe-taupe-striped-shirt-301019909?variant=44494939422773,Wardrobe Taupe Striped Shirt,699.0,Wardrobe,1N,India,,Machine Wash,"53% Polyester, 47% Cotton",Regular Fit,"['https://www.westside.com/cdn/shop/files/301019909TAUPEWHITE_2.jpg', 'https://www.westside.com/cdn/shop/files/301019909TAUPEWHITE_4.jpg', 'https://www.westside.com/cdn/shop/files/301019909TAUPEWHITE_3.jpg', 'https://www.westside.com/cdn/shop/files/301019909TAUPEWHITE_1.jpg']",[],Home > Wardrobe Taupe Striped Shirt,301019909001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/wunderlove-off-white-cotton-blend-camisoles-pack-of-2-300974341?variant=43082263265333,Wunderlove Off-White Cotton-Blend Camisoles - Pack of 2,399.0,Wunderlove,2N,India,,Machine Wash,"95% Cotton, 5% Elastane","The model is 5'9"" feet and wearing a size S","['https://www.westside.com/cdn/shop/files/300974341LTTAUPE_1_4e49078a-5359-4876-8a63-eabe723b9d42.jpg', 'https://www.westside.com/cdn/shop/files/300974341LTTAUPE_4.jpg', 'https://www.westside.com/cdn/shop/files/300974341LTTAUPE_4_0277e5f6-b934-4c43-bdd6-80faa84be34d.jpg', 'https://www.westside.com/cdn/shop/files/300974341LTTAUPE_2_c0cac46e-d4ad-4824-ae09-3a6c01e00be3.jpg', 'https://www.westside.com/cdn/shop/files/300974341LTTAUPE_3_114178b2-1eee-4345-8960-e3cbe030890a.jpg', 'https://www.westside.com/cdn/shop/files/300974341LTTAUPE_3.jpg', 'https://www.westside.com/cdn/shop/files/300974341LTTAUPE_2.jpg', 'https://www.westside.com/cdn/shop/files/300974341LTTAUPE_1.jpg']",[],Home > Wunderlove Off-White Cotton-Blend Camisoles - Pack of 2,300974341001,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/nuon-grey-washed-straight-fit-high-rise-jeans-301008382?variant=44294017482805,Nuon Grey Washed Straight-Fit High-Rise Jeans,999.0,Nuon,1N,India,,Machine Wash,100% Cotton,Straight Fit,"['https://www.westside.com/cdn/shop/files/301008382GREY_1.jpg', 'https://www.westside.com/cdn/shop/files/301008382GREY_4.jpg', 'https://www.westside.com/cdn/shop/files/301008382GREY_2.jpg', 'https://www.westside.com/cdn/shop/files/301008382GREY_3.jpg']",[],Home > Nuon Grey Washed Straight-Fit High-Rise Jeans,301008382001,"['26', '28', '30', '32', '34']"
https://www.westside.com/products/nuon-black-ribbed-textured-cotton-blend-top-301020296?variant=44480712933429,Nuon Black Ribbed-Textured Cotton-Blend Top,399.0,Nuon,1N,India,,Machine Wash,"95% Cotton, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301020296BLACK_1.jpg', 'https://www.westside.com/cdn/shop/files/301020296BLACK_4.jpg', 'https://www.westside.com/cdn/shop/files/301020296001_5_20copy.jpg', 'https://www.westside.com/cdn/shop/files/301020296BLACK_2.jpg', 'https://www.westside.com/cdn/shop/files/301020296BLACK_3.jpg']","['Black', 'Dusty Blue']",Home > Nuon Black Ribbed-Textured Cotton-Blend Top,301020296001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/nuon-white-solid-cotton-blend-shirt-301020150?variant=44473948438581,Nuon White Solid Cotton-Blend Shirt,999.0,Nuon,1N,India,,Machine Wash,"98% Cotton, 2% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301020150OFFWHITE_4.jpg', 'https://www.westside.com/cdn/shop/files/301020150OFFWHITE_2.jpg', 'https://www.westside.com/cdn/shop/files/301020150OFFWHITE_1.jpg', 'https://www.westside.com/cdn/shop/files/301020150OFFWHITE_3.jpg']",[],Home > Nuon White Solid Cotton-Blend Shirt,301020150006,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/wunderlove-beige-seam-free-shaping-longpant-300890957?variant=40576544505909,Wunderlove Beige Seam-Free Shaping Longpant,999.0,Wunderlove,1N,India,,Machine Wash,Polyamide,The Model is 5.7 inches and Wearing a Size Small,"['https://www.westside.com/cdn/shop/products/100001_300890957_041_3.jpg', 'https://www.westside.com/cdn/shop/files/300890957001_784eda4a-6f61-4798-b422-8f66580ef605.jpg', 'https://www.westside.com/cdn/shop/products/100001_300890957_041_1.jpg', 'https://www.westside.com/cdn/shop/products/100001_300890957_041_2.jpg']",[],Home > Wunderlove Beige Seam-Free Shaping Longpant,300890957001,"['S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/studiofit-pink-striped-cotton-blend-t-shirt-301022098?variant=44473952010293,Studiofit Pink Striped Cotton-Blend T-Shirt,599.0,Studiofit,1N,India,,Machine Wash,"95% Cotton, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301022098LIGHTPINKWHITE_1.jpg', 'https://www.westside.com/cdn/shop/files/301022098LIGHTPINKWHITE_4.jpg', 'https://www.westside.com/cdn/shop/files/301022098LIGHTPINKWHITE_2.jpg', 'https://www.westside.com/cdn/shop/files/301022098LIGHTPINKWHITE_3.jpg']",[],Home > Studiofit Pink Striped Cotton-Blend T-Shirt,301022098001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/gia-black-floral-embroidered-cotton-t-shirt-301015296?variant=44394248732725,Gia Black Floral Embroidered Cotton T-Shirt,599.0,Gia,1N,India,,Machine Wash,100% Cotton,Regular Fit,"['https://www.westside.com/cdn/shop/files/301015296BLACK_2.jpg', 'https://www.westside.com/cdn/shop/files/301015296BLACK_1.jpg', 'https://www.westside.com/cdn/shop/files/301015296BLACK_3.jpg', 'https://www.westside.com/cdn/shop/files/301015296BLACK_4.jpg']",[],Home > Gia Black Floral Embroidered Cotton T-Shirt,301015296001,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/gia-black-ribbed-textured-t-shirt-301021440?variant=44485129076789,Gia Black Ribbed-Textured T-Shirt,999.0,Gia,1N,India,,Machine Wash,"95% Viscose, 5% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301021440BLACK_2.jpg', 'https://www.westside.com/cdn/shop/files/301021440BLACK_4.jpg', 'https://www.westside.com/cdn/shop/files/301021440BLACK_1.jpg', 'https://www.westside.com/cdn/shop/files/301021440BLACK_3.jpg']",[],Home > Gia Black Ribbed-Textured T-Shirt,301021440001,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/wunderlove-black-ribbed-cotton-blend-square-neck-vest-300903299?variant=41493036466229,Wunderlove Black Ribbed Cotton-Blend Square-Neck Vest,299.0,Wunderlove,1N,India,,Machine Wash,"95% Cotton, 5% Elastane",Model is 5ft 7in/170cm and is wearing a Medium,"['https://www.westside.com/cdn/shop/products/300903299BLACK_3.jpg', 'https://www.westside.com/cdn/shop/products/300903299BLACK_1.jpg', 'https://www.westside.com/cdn/shop/products/300903299BLACK_4.jpg', 'https://www.westside.com/cdn/shop/products/300903299BLACK_2.jpg']",[],Home > Wunderlove Black Ribbed Cotton-Blend Square-Neck Vest,300903299001,"['XS', 'S', 'M', 'L', 'XL']"
https://www.westside.com/products/lov-dark-taupe-self-textured-top-301014839?variant=44462322384949,LOV Dark Taupe Self-Textured Top,899.0,LOV,1N,Sri Lanka,,Machine Wash,"99% Polyester, 1% Elastane",Regular Fit,"['https://www.westside.com/cdn/shop/files/301014839DARKTAUPE_3.jpg', 'https://www.westside.com/cdn/shop/files/301014839DARKTAUPE_2.jpg', 'https://www.westside.com/cdn/shop/files/301014839DARKTAUPE_1.jpg', 'https://www.westside.com/cdn/shop/files/301014839DARKTAUPE_4.jpg', 'https://www.westside.com/cdn/shop/files/301014839007_5_20copy.jpg']","['Taupe', 'Black']",Home > LOV Dark Taupe Self-Textured Top,301014839007,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
https://www.westside.com/products/wunderlove-brown-ribbed-padded-bra-301001396?variant=44293314707509,Wunderlove Brown Ribbed Padded Bra,699.0,Wunderlove,1N,Bangladesh,,Machine Wash,"52% Polyamide, 38% Polyester, 10% Elastane",The model is 5ft 7 inches and is wearing size 34B,"['https://www.westside.com/cdn/shop/files/301001396BRACKEN_2.jpg', 'https://www.westside.com/cdn/shop/files/301001396BRACKEN_3.jpg', 'https://www.westside.com/cdn/shop/files/301001396001copy.jpg', 'https://www.westside.com/cdn/shop/files/301001396BRACKEN_1.jpg', 'https://www.westside.com/cdn/shop/files/301001396BRACKEN_4.jpg']",[],Home > Wunderlove Brown Ribbed Padded Bra,301001396001,"['S', 'M', 'L', 'XL']"
