product_url,product_name,product_price,product_ingredients,product_nutrients,product_base_unit_price,breadcrumb,product_image
https://www.plus.nl/product/fanta-orange-fles-1500-ml-991700,Fanta Orange,2.75,"Ingrediënten: Sprankelend water; sinaasappelsap uit concentraat (6.5%); suiker; voedingszuren: citroenzuur, appelzuur, natriumcitraten; natuurlijke sinaasappelaroma’s met andere natuurlijke aroma’s; zoetstoffen: natriumcyclamaat, acesulfaam-K, sucralose; conserveermiddel: kaliumsorbaat; antioxidant: ascorbinezuur; wortelconcentraat; stabilisator: guarpitmeel; kleurstof: carotenen.","[{'Energie KJ': '99.0'}, {'Energie KC': '23.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '5.6'}, {'Waarvan suikers': '5.6'}, {'Eiwitten': '0.0'}, {'Zout': '0.01'}]",1.83,"Frisdrank, sappen, koffie, thee > Frisdrank > Sinas, cassis",https://images.ctfassets.net/s0lodsnpsezb/991700_M/60ab605ed5566c2900a7afb62c977165/991700.png
https://www.plus.nl/product/coca-cola-original-taste-set-2000-ml-307126,Coca-Cola Original taste,6.29,Ingrediënten: Sprankelend water; suiker; kleurstof: E150d; voedingszuur: E338; natuurlijke aroma's; aroma cafeïne.,"[{'Energie KJ': '180.0'}, {'Energie KC': '42.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '10.6'}, {'Waarvan suikers': '10.6'}, {'Eiwitten': '0.0'}, {'Zout': '0.0'}]",3.15,"Frisdrank, sappen, koffie, thee > Frisdrank > Cola > BBQ assortiment > BBQ dranken > BBQ water, frisdrank, sap",https://images.ctfassets.net/s0lodsnpsezb/307126_M/0e23ab4d373022f6733f3af1029a2c2b/307126.png
https://www.plus.nl/product/coca-cola-original-taste-4-pack-set-6000-ml-250646,Coca-Cola Original taste 4-pack,9.65,Ingrediënten: Sprankelend water; suiker; kleurstof: E150d; voedingszuur: E338; natuurlijke aroma's; aroma cafeïne.,"[{'Energie KJ': '180.0'}, {'Energie KC': '42.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '10.6'}, {'Waarvan suikers': '10.6'}, {'Eiwitten': '0.0'}, {'Zout': '0.0'}]",1.61,"Frisdrank, sappen, koffie, thee > Frisdrank > Cola > BBQ assortiment > BBQ dranken > BBQ water, frisdrank, sap",https://images.ctfassets.net/s0lodsnpsezb/250646_M/d39c8af845c69360a5c67f5039d0bea0/250646.png
https://www.plus.nl/product/slammers-energy-drink-blik-250-ml-723161,Slammers Energy drink,0.75,"Ingrediënten :Koolzuurhoudend water, suiker, voedingszuur: citroenzuur, zuurteregelaar: E331, 0,032% cafeïne, 0,03% taurine, glucuronolacton, inositol, kleurstof: E150c, aroma, vitamines (riboflavine, niacine, pantotheenzuur, vitamine B6, vitamine B12).","[{'Energie KJ': '203.0'}, {'Energie KC': '48.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Waarvan enkelvoudig onverzadigd vet': '0.0'}, {'Waarvan meervoudig onverzadigd vet': '0.0'}, {'Koolhydraten': '11.41'}, {'Waarvan suikers': '11.41'}, {'Polyolen': '0.0'}, {'Zetmeel': '0.0'}, {'Vezels': '0.0'}, {'Eiwitten': '0.03'}, {'Zout': '0.205'}, {'Natrium': '0.082'}, {'Trans': '0.0'}, {'Toegevoegde suikers': '11.41'}]",3.00,"Frisdrank, sappen, koffie, thee > Frisdrank > Sportdrank, energiedrank",https://images.ctfassets.net/s0lodsnpsezb/723161_M/ee3418483b6ac3f6d5b1f63ffb78f981/723161.png
https://www.plus.nl/product/first-choice-cola-regular-fles-1500-ml-396461,First Choice Cola regular,1.99,"Ingrediënten :koolzuurhoudend water, suiker, kleurstof: E150d, voedingszuur: E338, cafeïne, natuurlijk aroma.","[{'Energie KJ': '184.0'}, {'Energie KC': '43.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Waarvan enkelvoudig onverzadigd vet': '0.0'}, {'Waarvan meervoudig onverzadigd vet': '0.0'}, {'Koolhydraten': '10.74'}, {'Waarvan suikers': '10.66'}, {'Polyolen': '0.0'}, {'Zetmeel': '0.0'}, {'Vezels': '0.02'}, {'Eiwitten': '0.0'}, {'Zout': '0.004'}, {'Natrium': '0.002'}, {'Trans': '0.0'}, {'Toegevoegde suikers': '10.66'}]",1.33,"Frisdrank, sappen, koffie, thee > Frisdrank > Cola",https://images.ctfassets.net/s0lodsnpsezb/396461_M/ebc0139d80691e737fc7462183e87b9f/396461.png
https://www.plus.nl/product/coca-cola-original-taste-blik-250-ml-307131,Coca-Cola Original taste,0.79,Ingrediënten: Sprankelend water; suiker; kleurstof: E150d; voedingszuur: E338; natuurlijke aroma's; aroma cafeïne.,"[{'Energie KJ': '180.0'}, {'Energie KC': '42.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '10.6'}, {'Waarvan suikers': '10.6'}, {'Eiwitten': '0.0'}, {'Zout': '0.0'}]",3.16,"Frisdrank, sappen, koffie, thee > Frisdrank > Cola > BBQ assortiment > BBQ dranken > BBQ water, frisdrank, sap",https://images.ctfassets.net/s0lodsnpsezb/307131_M/70f2641967d085badd1eaed809f8832a/307131.png
https://www.plus.nl/product/plus-lemon-lime-zero-fles-1500-ml-356492,PLUS Lemon & Lime zero,0.99,"Ingrediënten :Koolzuurhoudend water, voedingszuur: citroenzuur/appelzuur, zoetstof: acesulfaam-K/sucralose, natuurlijk citroen-limoenaroma, conserveermiddel: E202.","[{'Energie KJ': '6.0'}, {'Energie KC': '1.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Waarvan enkelvoudig onverzadigd vet': '0.0'}, {'Waarvan meervoudig onverzadigd vet': '0.0'}, {'Koolhydraten': '0.2'}, {'Waarvan suikers': '0.0'}, {'Polyolen': '0.0'}, {'Zetmeel': '0.0'}, {'Vezels': '0.0'}, {'Eiwitten': '0.0'}, {'Zout': '0.0'}, {'Natrium': '0.0'}, {'Trans': '0.0'}, {'Toegevoegde suikers': '0.0'}]",0.66,"Frisdrank, sappen, koffie, thee > Frisdrank > Lemon-lime, tonic",https://images.ctfassets.net/s0lodsnpsezb/356492_M/fd79b0405f85ac7b316cae750eeda64c/356492.png
https://www.plus.nl/product/coca-cola-original-taste-fles-1500-ml-991673,Coca-Cola Original taste,2.79,Ingrediënten: Sprankelend water; suiker; kleurstof: E150d; voedingszuur: E338; natuurlijke aroma's; aroma cafeïne.,"[{'Energie KJ': '180.0'}, {'Energie KC': '42.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '10.6'}, {'Waarvan suikers': '10.6'}, {'Eiwitten': '0.0'}, {'Zout': '0.0'}]",1.86,"Frisdrank, sappen, koffie, thee > Frisdrank > Cola",https://images.ctfassets.net/s0lodsnpsezb/991673_M/fe5e91b83953443a90a8f3e1f79faa17/991673.png
https://www.plus.nl/product/plus-cassis-fles-1500-ml-831678,PLUS Cassis,1.89,"Ingrediënten :Koolzuurhoudend water, 8% zwartebessensap uit concentraat, suiker, voedingszuur: citroenzuur, zoetstof: steviolglycosiden uit Stevia, kleurend zwartewortelconcentraat, conserveermiddel: E202, natuurlijk aroma.","[{'Energie KJ': '125.0'}, {'Energie KC': '29.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Waarvan enkelvoudig onverzadigd vet': '0.0'}, {'Waarvan meervoudig onverzadigd vet': '0.0'}, {'Koolhydraten': '7.1'}, {'Waarvan suikers': '7.1'}, {'Polyolen': '0.0'}, {'Zetmeel': '0.0'}, {'Vezels': '0.0'}, {'Eiwitten': '0.0'}, {'Zout': '0.0'}, {'Natrium': '0.0'}, {'Trans': '0.0'}, {'Toegevoegde suikers': '6.5'}]",1.26,"Frisdrank, sappen, koffie, thee > Frisdrank > Sinas, cassis",https://images.ctfassets.net/s0lodsnpsezb/831678_M/355612f3166ceef33fae9c90f65b18d5/831678.png
https://www.plus.nl/product/plus-ijsthee-groene-thee-fairtrade-pak-1500-ml-543890,PLUS IJsthee groene thee Fairtrade,1.49,"Ingrediënten :water, fructosestroop, aroma’s, voedingszuur: citroenzuur, 0,1% groene thee-extract, zuurteregelaar: E331, antioxidant: E300, zoetstof: steviolglycosiden uit Stevia.","[{'Energie KJ': '41.0'}, {'Energie KC': '10.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Waarvan enkelvoudig onverzadigd vet': '0.0'}, {'Waarvan meervoudig onverzadigd vet': '0.0'}, {'Koolhydraten': '2.28'}, {'Waarvan suikers': '2.21'}, {'Polyolen': '0.0'}, {'Zetmeel': '0.0'}, {'Vezels': '0.02'}, {'Eiwitten': '0.02'}, {'Zout': '0.031'}, {'Natrium': '0.012'}, {'Trans': '0.0'}, {'Toegevoegde suikers': '2.205'}]",0.99,"Frisdrank, sappen, koffie, thee > Frisdrank > IJsthee",https://images.ctfassets.net/s0lodsnpsezb/543890_M/3d616472de24271417f28e8c105d1291/543890.png
https://www.plus.nl/product/coca-cola-zero-sugar-set-2000-ml-307137,Coca-Cola Zero sugar,5.59,"Ingrediënten: Sprankelend water; kleurstof: E150d; voedingszuur: E338; zoetstoffen: aspartaam, acesulfaam-K, enzymatisch geproduceerde steviolglycosiden; natuurlijke aroma's; aroma cafeïne; zuurteregelaar: E331.","[{'Energie KJ': '1.3'}, {'Energie KC': '0.3'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '0.0'}, {'Waarvan suikers': '0.0'}, {'Eiwitten': '0.0'}, {'Zout': '0.01'}]",2.80,"Frisdrank, sappen, koffie, thee > Frisdrank > Cola > BBQ assortiment > BBQ dranken > BBQ water, frisdrank, sap",https://images.ctfassets.net/s0lodsnpsezb/307137_M/b1ec129ef93aa7906339646cde4aa32e/307137.png
https://www.plus.nl/product/coca-cola-zero-sugar-blik-250-ml-307134,Coca-Cola Zero sugar,0.79,"Ingrediënten: Sprankelend water; kleurstof: E150d; voedingszuur: E338; zoetstoffen: aspartaam, acesulfaam-K, enzymatisch geproduceerde steviolglycosiden; natuurlijke aroma's; aroma cafeïne; zuurteregelaar: E331.","[{'Energie KJ': '1.3'}, {'Energie KC': '0.3'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '0.0'}, {'Waarvan suikers': '0.0'}, {'Eiwitten': '0.0'}, {'Zout': '0.01'}]",3.16,"Frisdrank, sappen, koffie, thee > Frisdrank > Cola > BBQ assortiment > BBQ dranken > BBQ water, frisdrank, sap",https://images.ctfassets.net/s0lodsnpsezb/307134_M/463de759a27f730b1335ffcb40d699f8/307134.png
https://www.plus.nl/product/coca-cola-original-taste-fles-1000-ml-849725,Coca-Cola Original taste,2.39,Ingrediënten: Sprankelend water; suiker; kleurstof: E150d; voedingszuur: E338; natuurlijke aroma's; aroma cafeïne.,"[{'Energie KJ': '180.0'}, {'Energie KC': '42.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '10.6'}, {'Waarvan suikers': '10.6'}, {'Eiwitten': '0.0'}, {'Zout': '0.0'}]",2.39,"Frisdrank, sappen, koffie, thee > Frisdrank > Cola",https://images.ctfassets.net/s0lodsnpsezb/849725_M/b1b169a8d71cf1acb26b6e238e2eb8a1/849725.png
https://www.plus.nl/product/coca-cola-zero-sugar-4-pack-set-6000-ml-250642,Coca-Cola Zero sugar 4-pack,9.65,"sprankelend water; kleurstof: e150d; voedingszuren: e338, e331; zoetstoffen: aspartaam, acesulfaam-k; natuurlijke aroma's (plantenextracten), waaronder cafeïne.","[{'Energie KJ': '1.4'}, {'Energie KC': '0.3'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '0.0'}, {'Waarvan suikers': '0.0'}, {'Eiwitten': '0.0'}, {'Zout': '0.02'}]",1.61,"Frisdrank, sappen, koffie, thee > Frisdrank > Cola > BBQ assortiment > BBQ dranken > BBQ water, frisdrank, sap",https://images.ctfassets.net/s0lodsnpsezb/250642_M/4705eb41a63b30bde2f6079cf886a685/250642.png
https://www.plus.nl/product/plus-ijsthee-groene-thee-citroen-fairtrade-pak-1500-ml-543888,PLUS IJsthee groene thee citroen Fairtrade,1.49,"Ingrediënten :water, fructosestroop, voedingszuur: citroenzuur, 0,1% citroensap uit concentraat, 0,1% groene thee-extract, aroma’s, zuurteregelaar: E331, antioxidant: E300, zoetstof: steviolglycosiden uit Stevia.","[{'Energie KJ': '41.0'}, {'Energie KC': '10.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Waarvan enkelvoudig onverzadigd vet': '0.0'}, {'Waarvan meervoudig onverzadigd vet': '0.0'}, {'Koolhydraten': '2.26'}, {'Waarvan suikers': '2.21'}, {'Polyolen': '0.0'}, {'Zetmeel': '0.0'}, {'Vezels': '0.02'}, {'Eiwitten': '0.02'}, {'Zout': '0.031'}, {'Natrium': '0.012'}, {'Trans': '0.0'}, {'Toegevoegde suikers': '2.205'}]",0.99,"Frisdrank, sappen, koffie, thee > Frisdrank > IJsthee",https://images.ctfassets.net/s0lodsnpsezb/543888_M/8f2425abbf3fb1b31f81bfec9447c36f/543888.png
https://www.plus.nl/product/first-choice-cola-zero-sugar-fles-1500-ml-396463,First Choice Cola zero sugar,1.99,"Ingrediënten :koolzuurhoudend water, kleurstof: E150d, zoetstof: E951*/E950, voedingszuur: E338, zuurteregelaar: E331, conserveermiddel: E211, cafeïne, natuurlijk aroma. 
* Bevat aspartaam, een bron van fenylalanine.","[{'Energie KJ': '3.0'}, {'Energie KC': '1.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Waarvan enkelvoudig onverzadigd vet': '0.0'}, {'Waarvan meervoudig onverzadigd vet': '0.0'}, {'Koolhydraten': '0.07'}, {'Waarvan suikers': '0.03'}, {'Polyolen': '0.0'}, {'Zetmeel': '0.0'}, {'Vezels': '0.01'}, {'Eiwitten': '0.04'}, {'Zout': '0.02'}, {'Natrium': '0.008'}, {'Trans': '0.0'}, {'Toegevoegde suikers': '0.0'}]",1.33,"Frisdrank, sappen, koffie, thee > Frisdrank > Cola",https://images.ctfassets.net/s0lodsnpsezb/396463_M/fc6a3f3051c7443bb75fd061306aebdb/396463.png
https://www.plus.nl/product/fanta-orange-blik-250-ml-332786,Fanta Orange,0.79,"Ingrediënten: Sprankelend water; sinaasappelsap uit concentraat (5%); suiker; voedingszuren: citroenzuur, appelzuur, natriumcitraten; zoetstoffen: natriumcyclamaat, acesulfaam-k; natuurlijke sinaasappelaroma’s met andere natuurlijke aroma’s; conserveermiddel: kaliumsorbaat; antioxidant: ascorbinezuur; wortelconcentraat; stabilisator: guarpitmeel; kleurstof: carotenen.","[{'Energie KJ': '80.0'}, {'Energie KC': '19.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '4.4'}, {'Waarvan suikers': '4.4'}, {'Eiwitten': '0.0'}, {'Zout': '0.02'}]",3.16,"Frisdrank, sappen, koffie, thee > Frisdrank > Sinas, cassis > BBQ assortiment > BBQ dranken > BBQ water, frisdrank, sap",https://images.ctfassets.net/s0lodsnpsezb/332786_M/62a52952bd588da6a3ff3675970c549c/332786.png
https://www.plus.nl/product/fanta-orange-zero-sugar-fles-1500-ml-872139,Fanta Orange zero sugar,2.75,"Ingrediënten: Sprankelend water, sinaasappelsap uit concentraat (4%), voedingszuren: citroenzuur, appelzuur, natriumcitraat, zoetstoffen: aspartaam, acesulfaam-K, conserveermiddel: kaliumsorbaat, antioxidant: ascorbinezuur, natuurlijke sinaasappelaroma's met andere natuurlijke aroma's, wortelconcentraat, stabilisator: guarpitmeel, kleurstof: carotenen
","[{'Energie KJ': '11.0'}, {'Energie KC': '3.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '0.4'}, {'Waarvan suikers': '0.4'}, {'Eiwitten': '0.0'}, {'Zout': '0.0'}]",1.83,"Frisdrank, sappen, koffie, thee > Frisdrank > Sinas, cassis",https://images.ctfassets.net/s0lodsnpsezb/872139_M/085b065e39562bf9f58abadf0d70a87d/872139.png
https://www.plus.nl/product/7up-zero-sugar-fles-1500-ml-838535,7Up Zero sugar,2.65,"Ingrediënten: koolzuurhoudend water, voedingszuur (citroenzuur), natuurlijk citroenen limoenaroma, zuurteregelaar (natriumcitraat), zoetstof (aspartaam).","[{'Energie KJ': '5.0'}, {'Energie KC': '1.0'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '0.0'}, {'Waarvan suikers': '0.0'}, {'Eiwitten': '0.0'}, {'Zout': '0.04'}]",1.77,"Frisdrank, sappen, koffie, thee > Frisdrank > Lemon-lime, tonic",https://images.ctfassets.net/s0lodsnpsezb/838535_M/90aee6cf2adfb6b8c6d424eda49c2ecd/838535.png
https://www.plus.nl/product/coca-cola-zero-sugar-fles-1500-ml-837291,Coca-Cola Zero sugar,2.79,"Ingrediënten: Sprankelend water; kleurstof: E150d; voedingszuur: E338; zoetstoffen: aspartaam, acesulfaam-K;  enzymatisch geproduceerde steviolglycosiden; natuurlijke aroma's; aroma cafeïne; zuurteregelaar: E331.","[{'Energie KJ': '1.3'}, {'Energie KC': '0.3'}, {'Vet': '0.0'}, {'Waarvan verzadigd vet': '0.0'}, {'Koolhydraten': '0.0'}, {'Waarvan suikers': '0.0'}, {'Eiwitten': '0.0'}, {'Zout': '0.01'}]",1.86,"Frisdrank, sappen, koffie, thee > Frisdrank > Cola",https://images.ctfassets.net/s0lodsnpsezb/837291_M/8946458f055e8bf09fcbecde54a8aca0/837291.png
