Brand,brand_type,Platform,Post ID/URL,Post Date/Time,Mentions Type,User Handle,User Type,Post Text/Caption,Post Type,Hashtags Used,Likes Engagement,Comments Engagement,Views (Video),Shares/Retweets,Media Type,Common Keywords,Region,Language,Top Theme Tags,Campaign Tag,Image/Video URL
tesco,,Instagram,https://www.instagram.com/p/DNiWy-SNYuK/,2025-08-19 12:36:44+00:00,,,,"During the summer holidays, kids can enjoy a free* meal with any adult purchase in The Café, when dining in. @missdanijharmer and her daughter put the menu to the taste test! 🍽️#StrongerStarts #Tesco
 
Find the full T&Cs below and your local #Tesco Café at the link in bio. *T&Cs apply.",,"['StrongerStarts', 'Tesco']",643,23,15634,,Video,,,,,,https://scontent-sjc6-1.cdninstagram.com/o1/v/t16/f2/m86/AQOXQB2Cr-T2m0rHlJTeGcUdwzICxIy2WO_CatK7-awJZlbtJNOFjH7MGcG-AoC8CmaDsIBs13-uqYsXnALgAJd2tG8Up8plS95LmcY.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=101&vs=1220795000060350_2049518388&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9DMTQ4RjY5N0EwQzA2RENFOTdDMzk3MEQ2RDdFNUU5Nl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTHdLMkJfY3k3TzVKMUVDQUVJeW5rS3FQSnhGYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJpqy15rB2NU%2FFQIoAkMzLBdAQ5mZmZmZmhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfWBhF9nAWOhlgj65R4ZpANe1CJoWNm6kWTwLidlsTfcYA&oe=68B1F262&_nc_sid=8b3546
tesco,,Instagram,https://www.instagram.com/p/DNgLLQSOCD-/,2025-08-18 16:17:10+00:00,,,,"Pasta all day everyday, are we right?

Head to the link in bio for our creamy corn and bacon spaghetti recipe.

#tesco",,['tesco'],453,24,21356,,Video,,,,,,https://scontent-sjc3-1.cdninstagram.com/o1/v/t16/f2/m86/AQMeEMc8fJAa5BmY8e_u7Bx8RR4-wC2JTan9NNlobbWqAFs8dsICToNoGt_H18FA51oh0XAcCPudEp3_TqBgiaNUuJs4xBaeHqEtu9E.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=100&vs=1072928998348292_3019918576&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zMzRCNDgyRDIwRDkxNUI0NEM4QzhEQzFFMUZDMzU4NV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSDQ1NVJfWms3czRDcVlDQURoTFJFRi1wOE1yYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJpr695Gx09U%2FFQIoAkMzLBdANUzMzMzMzRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfXNWZz3q71tWcVkb2uHYhaxdchu0_Z7qBsVtem5R0UUJw&oe=68B1FEBE&_nc_sid=8b3546
sainsburys,,Instagram,https://www.instagram.com/p/DN3vfa82r_i/,2025-08-27 19:56:05+00:00,,,,"POV: it’s 3pm, the afternoon slump has hit, and you’re tucking into a cuppa and a slice of this lighter chocolate cake…🍫😍

Made with yogurt and topped with a rich dark chocolate glaze, it’s sure to supply you with some afternoon energy!

👩‍🍳Ingredients:

🍫For the cake:
150g self-raising flour
1 tsp baking powder
50g cocoa powder
½ tsp fine sea salt
125g light or dark brown sugar
3 medium eggs
175g Greek-style natural yogurt
125ml vegetable oil, plus extra to grease
1 tsp vanilla extract
1 tbsp instant coffee granules, dissolved in 3 tbsp boiling water
🍯For the glaze:
20g butter
1 tbsp clear honey
50g dark chocolate, finely chopped

📝Method:
1. Grease and line a 900g loaf tin and preheat the oven to 180°C.
2. Sift the flour, baking powder, cocoa and salt into a mixing bowl then stir in the brown sugar, breaking up any lumps as you go.
3. In a jug, combine the eggs, yogurt, oil and vanilla then pour this into the dry ingredients, along with the coffee. Stir until you have a smooth batter. Pour into the lined loaf tin and shake to level the top. Bake for 40-50 minutes or until a skewer comes out clean. Cool in the tin for 10-15 minutes, then turn out to a wire rack to cool completely.
4. For the glaze, melt the butter and honey in a small pan until bubbling. Remove from the heat, add the chocolate and set aside to melt, stirring until smooth. Spread over the top of the cake (leave to cool and thicken up first if it seems too runny to spread), and leave to set.

✏️Recipe by @SainsburysMag
📷: @antduncanphoto

Tag #SainsburysRecipes for your chance to be featured📷

#DessertRecipe #HomeBaking #LighterDesserts #ViralRecipes",,"['SainsburysRecipes', 'DessertRecipe', 'HomeBaking', 'LighterDesserts', 'ViralRecipes']",184,2,,,Image,,,,,,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/539790065_18526854700013134_4053624990186971790_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEv8EP2BolUS7EFPRc5dvWWiblEpPvBPyEq2LetU3wsDgB-dDCCAqMXruvqqnOKsO0&_nc_ohc=q1uqEVg-3TEQ7kNvwG-aK3j&_nc_gid=3n1lTYuCjMIlwKQAxCKUoQ&edm=AOQ1c0wBAAAA&ccb=7-5&ig_cache_key=MzcwODY0MTY4NTU5MDk0OTg1OA%3D%3D.3-ccb7-5&oh=00_AfVrPcM1R0RlPSA4DFeipY6M9RiY7ZcI70Xy_HaGn6Py4g&oe=68B5FB6C&_nc_sid=8b3546
sainsburys,,Instagram,https://www.instagram.com/p/DN3apPE2M0X/,2025-08-27 16:55:10+00:00,,,,"AD I may have forgotten the date night essentials... but thankfully the Nectar app has got my back, along with their Your Nectar Prices!🍿 🎬

Check your Nectar app to save more with Your Nectar Prices now.
@sainsburys #YourNectarPrices

*18+. Digital Nectar registration required. Unlock up to 10 Your Nectar Prices per week in the Nectar app, www.nectar.com, Sainsbury’s online or on SmartShop. Your Nectar Prices are individual to you and vary per customer.T&Cs apply.",,['YourNectarPrices'],372,5,6981,,Video,,,,,,https://scontent-dfw5-2.cdninstagram.com/o1/v/t16/f2/m86/AQOyXjZpqXspTGlwYPbxpVKaviw6Ac7pUhAATu1mAKB0_DNNbPlyFctfivqSD55BUnSKEz7aZ47aOJbYLuURujzKxQC2yopqUSsiC28.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=102&vs=1829561268440519_650016403&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83RTQxNjMwNTYwNjNDMEExMTg4RDQ3QTc1MzY1NTA5RV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSkdLRWlEdTYzRHpLX2dEQUtVVHZuRHY5b0pxYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJpC5gt7Q3dg%2FFQIoAkMzLBdAUVVP3ztkWhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfV1nHyyqiNADln8FRL4bb7lPCbKVdBW8j8mwHUeqis0Yw&oe=68B1F3CB&_nc_sid=8b3546
sainsburys,,Instagram,https://www.instagram.com/p/DN06EpkUMv-/,2025-08-26 17:30:00+00:00,,,,"Store colleague Neil is back today to help us all get lunchbox ready with all of his best lunchtime recommendations!🧡🥪

And with the help of Aldi Price Match, he’s keeping us all on budget this term... 

What will you be adding to your shopping list?👇

*Sainsbury’s soft medium white bread 800g, Sainsbury’s Torchon ham 200g, Stamford Street mature cheddar cheese 900g, Sainsbury’s sausage rolls 360g, Stamford Street easy peelers, Sainsbury’s chocolate mini rolls x10, Sainsbury’s hazelnut chocolate spread 400g, Sainsbury’s strawberry jam 454g matched to Aldi. Aldi Price Match excl promos, locals & NI. Subject to availability. Prices matched pro rata vs Aldi GB, checked at least x2 weekly. Aldi may sell other products at different prices. Sainsburys.co.uk/aldipricematch.

#BackToSchool #AldiPriceMatch #SainsburysColleagues #PackedLunches",,"['BackToSchool', 'AldiPriceMatch', 'SainsburysColleagues', 'PackedLunches']",102,2,2031,,Video,,,,,,https://scontent-dfw5-1.cdninstagram.com/o1/v/t16/f2/m86/AQOn_SJCiup0MGd9cNB62k5n7r16BLuTF_HtmMenGoA1kgDZo8xnnRfuTc3cgWqis35lLjGL0E0w342LVeMd6jDz8qqxa7DQG1dkU70.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=101&vs=637515552723323_3435669158&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xQTQ4Rjc4MTk5Nzk4MDlDRDI4QTI0Mjk1OTdDQUVBRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSjV0N0ItTEg2dVdKZU1DQUNlRFNTVmk2WjQyYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrK3n8C5xNQ%2FFQIoAkMzLBdARxEGJN0vGxgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfVhoBCYcijpC7Pln3PfDmqwOaU7v01jlmmPdF4uhc6FCw&oe=68B203B3&_nc_sid=8b3546
sainsburys,,Instagram,https://www.instagram.com/p/DNyXkoKUAVc/,2025-08-25 17:50:00+00:00,,,,"We’re just about ready to get back into routine, and these no-bake meal prepable jaffa slices are going to help us do just that!🍊🍫

With a chocolate and weetabix base, and orange filling, they’ll make the perfect packed lunch treat for the whole family...

👩‍🍳Ingredients:
120g wheat biscuits
40g cocoa powder
50g almond butter
80ml maple syrup
Juice and zest of 2 oranges 
40g orange marmalade 
60g melted dark chocolate

📝Method:
1. In a bowl combine your crushed wheat biscuits, cocoa powder and wet ingredients to make your dough.
2. Press into a dish and top with your marmalade, melted dark chocolate and orange zest. 
3. Refrigerate until set, slice and enjoy!

👇Tag a jaffa lover below!
📝Don’t forget to save this recipe for later!

#NoBakeRecipe #MealPrep #HealthierDesserts #ViralRecipes",,"['NoBakeRecipe', 'MealPrep', 'HealthierDesserts', 'ViralRecipes']",541,11,,,Sidecar,,,,,,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/539459438_18526457995013134_4445073834414964799_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEv8EP2BolUS7EFPRc5dvWWiblEpPvBPyEq2LetU3wsDgB-dDCCAqMXruvqqnOKsO0&_nc_ohc=RN_NfE9j4WEQ7kNvwFHk2VU&_nc_gid=3n1lTYuCjMIlwKQAxCKUoQ&edm=AOQ1c0wBAAAA&ccb=7-5&ig_cache_key=MzcwNzA4NzMxOTcxMjQwMTM2NA%3D%3D.3-ccb7-5&oh=00_AfW7Ggv6Qgs33vg8mjbVjsrTCZkuiRXi5HZTq_pAoNM-NQ&oe=68B5EF5B&_nc_sid=8b3546
sainsburys,,Instagram,https://www.instagram.com/p/DNyR3j_0MIf/,2025-08-25 17:00:00+00:00,,,,"#AD  POWER BOWLS 🥙⚡️

Welcome back to POWER BOWLS, my series where I’ll be showing you how to make some of my favourite protein packed bowls that help me build muscle and maintain a healthy lifestyle.

In this series, I’ll be sharing some of my favourite balanced recipes full of flavour and fun!

Today’s episode we’re making my fave Caribbean/Latin fusion bowl, featuring Jerk Chicken, Rice & Peas, Avocado salad, Coleslaw, Tostones & Black Bean & Strawberry salsa, using @sainsburys Your Nectar Prices. 

Your Nectar Prices are completely tailored to me, by providing me with up to 10 new & unique discounts, which are relevant to my daily cooking habits.

Download the @nectar_uk app and start saving today!

*18+. Digital Nectar registration required. Unlock up to 10 Your Nectar Prices per week in the Nectar app, www.nectar.com, Sainsbury’s online or on SmartShop. Your Nectar Prices are individual to you and vary per customer. T&Cs apply.

#comfortfood #mealprep #highproteinmeals",,"['AD', 'comfortfood', 'mealprep', 'highproteinmeals']",2171,40,37518,,Video,,,,,,https://scontent-dfw5-3.cdninstagram.com/o1/v/t16/f2/m86/AQNwwDgsoNHWGJn9F89MQFiS1Veh5Mqj9wdrFGzelg4hLSKYKoZ0H3DlP-U6RwKshRb4x8tMAVYytHoSiIb74u6PHHJ0Y4R9RdaFVQ8.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=108&vs=1133943548633509_1765444492&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82RjQ4MDUwODlCQUM4RjNEQ0I2N0IyNTJEMUM4RDdBOF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSVV4X2g5dFhqdkU1NDhFQU9Bd1RpbVA5eG81YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJu6HtpuazftAFQIoAkMzLBdAS93S8an75xgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfV25hp2kdJjDMs90SrGEtdDRC-nr1wi7Zo2XhyKpZvRZg&oe=68B1F65B&_nc_sid=8b3546
sainsburys,,Instagram,https://www.instagram.com/p/DNq1spZp3vi/,2025-08-22 19:40:11+00:00,,,,"If you’re on the hunt for an easy dessert showstopper this Bank Holiday weekend, these rosé peaches and cream pavlovas are just that…🍑🍦

With homemade pink marbled meringue nests, topped with rosé poached peaches, fresh cream, sweet honey and tarte cherries, they’re the perfect way to wow your guests this weekend!🙌

👩‍🍳Ingredients:
For the meringues:
4 large egg whites
¾ tsp lemon juice
200g caster sugar
For the peaches:
500ml rosé wine
1 tsp vanilla bean paste
150g light brown soft sugar
juice of 1 lemon
6 semi-ripe peaches, halved and stoned

To serve:
250ml double cream
1 tsp vanilla bean paste
1 tbsp clear honey
250g fresh cherries, pitted and halved
Handful of fresh mint leaves (optional)

📝Method:
1. Preheat the oven to 110°C and line a large baking tray with baking paper. Place the egg whites and lemon juice in a bowl and beat until the whites form soft peaks and have doubled in volume. Increase the speed, then begin adding the sugar, a spoonful at a time, whisking well between each addition, until the sugar has dissolved and you have a stiff, glossy meringue.

2. Dollop 8 mounds of the meringue onto the baking tray, shaping into round nests. Bake for 2 hours, then leave to cool for 1 hour in the turned-off oven, with the door slightly ajar.

3. Pour the wine into a saucepan and add the vanilla, sugar, lemon juice and 100ml water. Bring up to a simmer. Lower in the peaches, cut-side up, and poach for 10 minutes, turning halfway. Use a slotted spoon to lift the peaches from the poaching liquid, then cut into wedges. Bubble the poaching liquid until reduced to a syrup (about 10 minutes). Allow to cool slightly before returning the peaches. Set aside to cool until ready to serve.

4. In a bowl, whip the cream, vanilla and honey to just-soft peaks. Add a dollop of cream to each of the meringue nests, then spoon the peaches and some of the syrup on top. Scatter with the cherries and a few mint leaves, if using.

*Drinkaware for the facts.

✏️Recipe by @SainsburysMag
📷: @martinpoolephotography

Tag #SainsburysRecipes for your chance to be featured📷

#DessertRecipe  #SummerFood #BankHolidayRecipe #ViralRecipes",,"['SainsburysRecipes', 'DessertRecipe', 'SummerFood', 'BankHolidayRecipe', 'ViralRecipes']",172,8,,,Sidecar,,,,,,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/537167768_18525955264013134_5511550184035561106_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEv8EP2BolUS7EFPRc5dvWWiblEpPvBPyEq2LetU3wsDgB-dDCCAqMXruvqqnOKsO0&_nc_ohc=jbt0HIJihQ4Q7kNvwHYUaNY&_nc_gid=3n1lTYuCjMIlwKQAxCKUoQ&edm=AOQ1c0wBAAAA&ccb=7-5&ig_cache_key=MzcwNTAwOTc1NjA2NTc0OTA5NA%3D%3D.3-ccb7-5&oh=00_AfWGme2dzXFyEAEGcRqQyF3bJQVGRdUA__aXl4nhza75DA&oe=68B5FB19&_nc_sid=8b3546
sainsburys,,Instagram,https://www.instagram.com/p/DNpshdeobhu/,2025-08-22 09:00:00+00:00,,,,"We’ve seen the warm loaded crisps hype, so it felt only right to give it a go - spoiler alert, it’s a yes from us!🙌

Taste the Difference mature cheddar and spring onion crisps topped with all your charcuterie favourites, they’re about to make the ultimate addition to your Bank Holiday picky bits spread...😍

👩‍🍳Ingredients:
1 150g bag Taste the Difference mature cheddar and spring onion crisps
1⁄2 120g pack prosciutto crudo, roughly torn
1⁄2 180g jar pitted Nocellara olives, drained and halved
1⁄2 160g pack chargrilled artichoke antipasti
1 340g pack Taste the Difference Pugliese burrata and sun-soaked tomatoes 
1 tbsp olive oil
pinch chilli flakes

1. Preheat the oven to 200°C, fan 180°C, gas 6. Arrange the crisps on a large baking tray, then bake in the oven for 5 minutes or until warm. Transfer to a serving platter, then immediately top with the torn prosciutto while the crisps are still warm so that the prosciutto fat melts onto the crisps.
2. Tear over the burrata, then top with the olives, artichoke antipasti and sun-soaked tomatoes. Drizzle over olive oil and finish with a pinch of chilli flakes.

👉Send this to a crisp lover!
📝Don’t forget to save this recipe for later!

#QuickAndEasyRecipes #LoadedCrisps #ViralFood #ASMR",,"['QuickAndEasyRecipes', 'LoadedCrisps', 'ViralFood', 'ASMR']",195,6,4255,,Video,,,,,,https://scontent-dfw5-2.cdninstagram.com/o1/v/t16/f2/m86/AQO9hJQ0FR47kPXT01IuDBRjKk6qfecABrDtFIihnqQuQhVS5OsQsqnaopRXv-HKlibjgOHxKt0fIZYICjT4d5ZQE2Hjgt8HUgR02aQ.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=104&vs=31310380865213823_3487300431&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FODQ3RDE0MEEwNjEwMTVGNTY1NjYyQkQ0REQ4MEZBRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSjFTNkItUk9IY1hFZVVDQU41YVFiZ0FaQUlIYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrKvp9KxkNQ%2FFQIoAkMzLBdAQMeuFHrhSBgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfW76v7UxIXKPiPvs6QgC_ESKzQclzSRE3qabCb-2vFKTQ&oe=68B1FF62&_nc_sid=8b3546
sainsburys,,Instagram,https://www.instagram.com/p/DNlZ0mhoxbw/,2025-08-20 17:00:00+00:00,,,,"Store colleague Ryan is back at it today, spilling all his secrets to the perfect bacon sandwich!🥓😋

Keeping it classic but very delicious with the help of some of our favourite Taste the Difference ingredients...🧡

On Ryan’s bacon sarnie shopping list👇

Taste the Difference sourdough pave ✨
Taste the Difference dry cured back bacon 
By Sainsbury’s tomato ketchup
By Sainsbury’s salted butter 
Tomato (optional)
Lettuce (optional)

👇What does your ultimate bacon sarnie look like?

#QuickAndEasyRecipes #TasteTheDifference #SainsburysColleagues #SandwichRecipe",,"['QuickAndEasyRecipes', 'TasteTheDifference', 'SainsburysColleagues', 'SandwichRecipe']",147,11,4796,,Video,,,,,,https://scontent-dfw5-1.cdninstagram.com/o1/v/t16/f2/m86/AQODyeVjzOrmXxpCr2ciNkvkANQhHNfbhmsXSWcC9AOz_WqJUkyV3VwdGECCWPmfo848o0iMkq5yCYxIUymPU4_WP54o2xRilqzkc7k.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=103&vs=1690991998272975_649452310&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8wOTQxOUVFQTZDNTBCQ0NBRjdBQzk1MkU4RUU5NzFCRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRWNrNHg4ZkVYUTVIZHRXQUsxZVNZUzZVeTFBYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrKGtdarkNQ%2FFQIoAkMzLBdATEAAAAAAABgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfWhFXAIcZRfm0xDI7vDrCKaYKYlkuJ4pY8pvncLhWNW1Q&oe=68B1F49C&_nc_sid=8b3546
sainsburys,,Instagram,https://www.instagram.com/p/DNi79uYoQyi/,2025-08-19 18:00:00+00:00,,,,"Quick and easy desserts just got an upgrade with this cappuccino caramel sundae!🍨☕️

With layers of soft Taste the Difference Cappuccino swiss roll, creamy peanut and caramel gelato and a generous drizzle of caramel sauce...just 5 minutes stands between you and pudding perfection.😍

👩‍🍳Ingredients:
1⁄2 235g cappuccino Swiss roll cake, sliced
1⁄2 370g peanut and caramel gelato tub 
2 tbsp salted caramel sauce
50g roasted salted peanuts, chopped

📝Method:
1. Cut the Swiss roll into slices and place into the base of two sundae dishes or dessert bowls.
2. Scoop the ice cream on top, then drizzle over the caramel sauce and scatter over the peanuts to serve.

👉Send this to a friend with a sweet tooth! 📝Don’t forget to save this recipe for later!

#QuickAndEasyDesserts #DessertHack #ViralFood #ASMR",,"['QuickAndEasyDesserts', 'DessertHack', 'ViralFood', 'ASMR']",212,11,5049,,Video,,,,,,https://scontent-dfw5-3.cdninstagram.com/o1/v/t16/f2/m86/AQMCFE7GXpIHLDGmXzAK_JFMLYO4J1QZ2JR-b6Jvs6MqCl8kGEQ6C8nRaCY1Mz3ivfzSDuBYKQo0VqL5c50NKWIWqyvZiJIwKhZJbdY.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_cat=108&vs=1076586331276343_4014575173&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FQjQwOUIyRjEzQTA5MERGMTczRjdFOTUwRDA4MEJBNV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSV9GNEJfR21BQ2dLNTBEQUhhMzhWbjVqYnBVYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrLUmZK6jtQ%2FFQIoAkMzLBdAMcKPXCj1wxgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfUeoWrz7AjJM1bunYBQsUSR175WwOcj8fJXJwLV35lGHg&oe=68B20049&_nc_sid=8b3546
sainsburys,,Instagram,https://www.instagram.com/p/DNgTrbDom6_/,2025-08-18 17:30:00+00:00,,,,"Home bakers, this one is for you!👩‍🍳

Nothing screams summer quite like strawberries and cream, and this loaf cake makes for the perfect way to enjoy them...

With fluffy sponge topped with juicy by Sainsbury’s strawberries and fresh cream, you’ll want to save this one for your Bank Holiday baking!🍓🍰

📷: @eatteahome
👇Tag #SainsburysRecipes for your chance to be featured!

#HomeBaking #ViralRecipes #StrawberriesAndCream #BakingInspiration",,"['SainsburysRecipes', 'HomeBaking', 'ViralRecipes', 'StrawberriesAndCream', 'BakingInspiration']",264,9,4504,,Video,,,,,,https://scontent-dfw5-2.cdninstagram.com/o1/v/t16/f2/m86/AQM--vlpcS-Te5RxsZY8Dw2d37eVaxy-HrOG_XYwQcMwA_VEy_6kqCK6MrGuQs9TRx1iWO-Q0UTWYyRS6NyUdtRY9tf8vtxa_XzPJvQ.mp4?stp=dst-mp4&efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNTM4LmJhc2VsaW5lIn0&_nc_cat=102&vs=756810877048958_2143371723&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9DRTQ0RDRGM0FFN0YzNEQwNDRGOTEyNjQzNUVBMTY5M192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTTlYekI5NThzc2d4NjhDQUlCOERDNXRVaWxCYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrKonfOyjtQ%2FFQIoAkMzLBdALqp%2B%2Bdsi0RgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfVJNRQwtCLVTvNCiPWmFUDc7rXQEK1DBtYA24dhQXoYtg&oe=68B21C80&_nc_sid=8b3546
